uid,NAME_CONTRACT_TYPE,TARGET
HUL06691383,cash loans,0
HUL85906720,cash loans,0
HUL93704704,cash loans,0
HUM14308828,cash loans,0
HUM45618488,cash loans,0
HUM97798286,cash loans,0
HUN51990913,cash loans,0
HUN54166874,cash loans,0
HUN81575169,cash loans,0
HUP48365328,cash loans,0
HUQ50919530,cash loans,0
HUQ90197309,cash loans,0
HUQ98648034,cash loans,0
HUR22723818,cash loans,0
HUR62038835,cash loans,0
HUT53020038,cash loans,0
HUU29167361,cash loans,0
HUU29747271,cash loans,0
HUU56399536,revolving loans,0
HUU71341821,cash loans,0
HUU74219057,cash loans,0
HUV17159931,cash loans,0
HUV75869431,cash loans,0
HUV97320235,cash loans,0
HUW98247167,cash loans,0
HUX06489731,cash loans,0
HUX12800477,cash loans,0
HUX15729153,cash loans,0
HUX24839376,revolving loans,0
HUX27776179,cash loans,0
HUX71037385,cash loans,0
HUY58598144,cash loans,0
HUY77442384,cash loans,0
HUY91239475,cash loans,0
HUZ63149396,cash loans,0
HVA15628605,cash loans,0
HVA28930960,cash loans,0
HVA50087859,cash loans,0
HVA52321595,cash loans,0
HVA53490423,revolving loans,0
HVA86033411,cash loans,0
HVA90388163,cash loans,0
HVA99961501,revolving loans,0
HVB24156871,cash loans,0
HVB43126114,cash loans,0
HVB46032723,cash loans,0
HVB75411756,revolving loans,0
HVB81025401,cash loans,1
HVC02177507,cash loans,0
HVC91936875,cash loans,0
HVD25922998,cash loans,0
HVE02270628,cash loans,0
HVE13143201,cash loans,0
HVE15397013,cash loans,0
HVE19008388,cash loans,0
HVE37192394,cash loans,0
HVE43927995,cash loans,0
HVE77831391,cash loans,0
HVF06605734,cash loans,0
HVF90637998,cash loans,0
HVG39036899,cash loans,0
HVG43961483,cash loans,0
HVG47331323,cash loans,0
HVG47660844,cash loans,0
HVG75358587,cash loans,0
HVG85599984,cash loans,0
HVH86610237,cash loans,0
HVI10517923,cash loans,0
HVI68804432,cash loans,0
HVI91322564,cash loans,0
HVJ02838581,revolving loans,0
HVJ24398335,cash loans,0
HVJ84759163,cash loans,0
HVK64023554,cash loans,0
HVK79187575,cash loans,0
HVL24948283,cash loans,0
HVL33855487,cash loans,0
HVL56715491,cash loans,0
HVM89567568,cash loans,0
HVN75585154,cash loans,0
HVO11696346,cash loans,0
HVO15043179,cash loans,0
HVO51260908,cash loans,0
HVP05082629,cash loans,0
HVP10981376,cash loans,0
HVP33431916,cash loans,0
HVP38923768,cash loans,0
HVP77107684,cash loans,0
HVQ11419737,cash loans,0
HVQ48664208,revolving loans,0
HVQ54037376,cash loans,0
HVQ87696613,cash loans,0
HVQ98263144,cash loans,0
HVR79726437,cash loans,0
HVR88535931,cash loans,0
HVS44104555,cash loans,0
HVS47401339,cash loans,0
HVT47643522,cash loans,0
HVU61895348,cash loans,0
HVU75060951,cash loans,0
HVU90417530,cash loans,0
HVW13073112,cash loans,0
HVW26463744,cash loans,0
HVX35757565,cash loans,0
HVX50873226,cash loans,0
HVX55049626,cash loans,0
HVX76326148,cash loans,0
HVX78458861,cash loans,0
HVY10365453,revolving loans,0
HVZ01066377,revolving loans,0
HVZ16559530,cash loans,0
HVZ65896340,cash loans,0
HVZ93501319,cash loans,0
HVZ95485850,cash loans,0
HVZ97326332,cash loans,0
HWA99631827,revolving loans,0
HWB25923297,cash loans,0
HWB42147415,cash loans,0
HWB95005498,cash loans,0
HWB97164722,cash loans,0
HWD53912739,cash loans,0
HWD94408042,cash loans,0
HWD99759031,revolving loans,0
HWE27798265,cash loans,0
HWE27811607,cash loans,0
HWF92807301,cash loans,0
HWF95132661,cash loans,0
HWF98031700,cash loans,0
HWG82683879,cash loans,0
HWG90835451,cash loans,0
HWH39900849,cash loans,0
HWH52529663,cash loans,0
HWH75027203,cash loans,0
HWI00243533,cash loans,0
HWI49760782,cash loans,0
HWI50778223,cash loans,0
HWI52599489,cash loans,0
HWI56505959,cash loans,0
HWI76292564,cash loans,0
HWJ85083259,cash loans,0
HWK30868236,cash loans,0
HWL60199793,cash loans,0
HWL95869260,cash loans,0
HWM77663022,revolving loans,0
HWM85983718,cash loans,0
HWN18310597,revolving loans,0
HWN71231958,cash loans,0
HWO05225596,revolving loans,0
HWO40777120,cash loans,0
HWO55843479,cash loans,0
HWO58254602,cash loans,0
HWO68485446,cash loans,0
HWP55848262,cash loans,0
HWP95243094,cash loans,0
HWQ38429189,cash loans,0
HWQ47881702,cash loans,0
HWQ57331998,cash loans,0
HWQ78112412,cash loans,0
HWS93813902,cash loans,0
HWS94495937,cash loans,0
HWT14069228,cash loans,0
HWT58878414,revolving loans,0
HWT67978374,cash loans,0
HWU49921396,cash loans,0
HWU67437607,cash loans,0
HWV19994157,cash loans,0
HWV26608902,cash loans,0
HWV49532412,cash loans,0
HWV82827392,cash loans,0
HWW10118848,cash loans,0
HWW29492489,cash loans,0
HWW54832048,cash loans,0
HWW57125845,cash loans,0
HWW63332129,cash loans,0
HWW63442324,cash loans,0
HWW71718532,cash loans,0
HWX26375773,revolving loans,0
HWX46050400,cash loans,0
HWY09839270,cash loans,0
HWY29287883,cash loans,0
HWY43212971,revolving loans,0
HWZ41957920,cash loans,0
HWZ43111412,cash loans,0
HWZ44883354,cash loans,0
HWZ48906127,cash loans,0
HWZ75725623,cash loans,0
HWZ82159937,cash loans,0
HWZ99025790,cash loans,0
HXA18505058,cash loans,0
HXA34675463,cash loans,0
HXA52983625,cash loans,0
HXB21972008,revolving loans,0
HXB27552887,cash loans,0
HXD19673609,cash loans,0
HXD34526759,revolving loans,0
HXD48922456,cash loans,0
HXD75456422,cash loans,0
HXE09199678,cash loans,0
HXE14045855,cash loans,0
HXE76892110,cash loans,0
HXF28871757,cash loans,0
HXF50738214,cash loans,0
HXF71325422,cash loans,0
HXG09414978,cash loans,0
HXG75078628,cash loans,0
HXG78366923,cash loans,0
HXH02707953,cash loans,0
HXH65600741,cash loans,0
HXH69106556,cash loans,0
HXH72316433,cash loans,0
HXI40741068,revolving loans,0
HXI46898564,cash loans,0
HXI75944603,cash loans,0
HXK17563643,revolving loans,0
HXL69821186,cash loans,0
HXN15681077,cash loans,0
HXN82779915,cash loans,0
HXO41938261,cash loans,0
HXO86368358,cash loans,0
HXP24386171,cash loans,0
HXP28104744,cash loans,0
HXP53920546,cash loans,0
HXP81480457,cash loans,0
HXQ76237755,cash loans,0
HXR14350042,cash loans,0
HXR24370321,revolving loans,0
HXR33383734,cash loans,0
HXR93564397,cash loans,0
HXR98676241,cash loans,0
HXS14482905,cash loans,0
HXS72978382,revolving loans,0
HXS87915769,cash loans,0
HXS94637793,cash loans,0
HXT15141125,cash loans,0
HXT38097467,cash loans,0
HXU39525388,cash loans,0
HXV08549035,cash loans,0
HXW26013531,revolving loans,0
HXW71826793,cash loans,0
HXW75005748,cash loans,0
HXX57932668,cash loans,0
HXY04212620,cash loans,0
HXY09781987,cash loans,0
HXY72086409,revolving loans,0
HXY90471899,revolving loans,0
HXZ32817619,cash loans,0
HYB08332856,cash loans,0
HYB48997014,cash loans,0
HYB52473877,cash loans,0
HYC75527305,cash loans,0
HYC94059486,cash loans,0
HYE18072997,cash loans,0
HYE28996658,cash loans,0
HYE45464277,cash loans,0
HYE46923261,cash loans,0
HYF27653246,cash loans,0
HYG05112495,cash loans,0
HYG07311585,cash loans,0
HYG53716549,cash loans,0
HYG76516482,revolving loans,0
HYG93617074,cash loans,0
HYH18636391,cash loans,0
HYH40743117,cash loans,0
HYH43071345,revolving loans,0
HYH84736323,cash loans,0
HYH92528947,cash loans,0
HYI09332232,cash loans,0
HYJ06557871,cash loans,0
HYJ07387890,cash loans,0
HYJ31416779,cash loans,0
HYJ76823162,cash loans,0
HYK00590601,cash loans,0
HYK32519893,cash loans,1
HYK33114186,cash loans,1
HYK69742510,cash loans,0
HYK72749839,cash loans,0
HYK74985029,cash loans,0
HYL32196809,cash loans,0
HYM05020861,cash loans,0
HYM11669583,cash loans,0
HYM45554084,cash loans,0
HYM56494208,cash loans,0
HYN50450441,cash loans,0
HYN52808342,cash loans,0
HYN70636102,cash loans,0
HYN80383535,cash loans,0
HYO21293163,cash loans,0
HYO52744418,cash loans,0
HYP45369279,cash loans,0
HYP61060665,cash loans,0
HYQ11959866,cash loans,0
HYQ26589180,cash loans,0
HYQ73115612,cash loans,0
HYQ74567260,cash loans,0
HYQ74601791,cash loans,0
HYQ78078682,cash loans,0
HYQ91996616,cash loans,0
HYR40340659,cash loans,0
HYR58612985,cash loans,0
HYS80172007,cash loans,0
HYT72486241,cash loans,0
HYU39657929,cash loans,0
HYU45575031,cash loans,0
HYV76417484,cash loans,0
HYV89913260,cash loans,0
HYW93759664,revolving loans,0
HYW95297772,cash loans,0
HYX23728009,revolving loans,0
HYX26057019,cash loans,0
HYX41472727,cash loans,0
HYX63341679,revolving loans,0
HYX86350143,cash loans,0
HYY05378608,cash loans,0
HYY65744591,revolving loans,0
HYY86575567,cash loans,0
HYY90185944,cash loans,0
HYZ11734997,cash loans,0
HYZ17381944,cash loans,0
HYZ54450139,cash loans,0
HZA25345801,cash loans,0
HZA61658492,cash loans,0
HZB27458368,cash loans,0
HZD32381739,cash loans,0
HZE78809711,cash loans,0
HZE88460261,cash loans,0
HZE89227231,cash loans,0
HZF73638704,revolving loans,0
HZG04938415,cash loans,0
HZG22499016,cash loans,0
HZG72036314,cash loans,1
HZG96832330,revolving loans,0
HZH65874466,cash loans,0
HZH85567651,cash loans,0
HZI12362599,cash loans,0
HZI34116859,cash loans,0
HZI64194348,cash loans,0
HZJ09378223,cash loans,1
HZJ71038090,cash loans,0
HZK97923725,cash loans,0
HZL42953819,cash loans,0
HZL78416515,cash loans,0
HZL90804661,cash loans,0
HZM04757599,cash loans,0
HZM22525150,cash loans,0
HZM62682884,cash loans,1
HZN27648878,cash loans,0
HZN43483184,cash loans,0
HZN82659223,cash loans,0
HZN95835913,cash loans,0
HZO02012316,cash loans,0
HZO14645911,cash loans,0
HZO42623649,cash loans,0
HZO84106928,revolving loans,0
HZP36385856,cash loans,0
HZP48340345,cash loans,0
HZQ49598090,cash loans,0
HZQ49700219,cash loans,0
HZR07097630,cash loans,0
HZR07783913,cash loans,0
HZR31468851,cash loans,0
HZR74903182,cash loans,0
HZS28657785,cash loans,0
HZT00356796,cash loans,0
HZT09520258,cash loans,0
HZT95887774,cash loans,0
HZT96254133,cash loans,0
HZU03703831,cash loans,0
HZU09328570,cash loans,0
HZU75300470,cash loans,0
HZU76722556,cash loans,0
HZV94744327,cash loans,0
HZW21571329,cash loans,0
HZW23890984,cash loans,0
HZW69048180,cash loans,0
HZW93156424,cash loans,0
HZX66984277,cash loans,0
HZY81842935,cash loans,0
HZZ48076799,cash loans,0
HZZ67884336,cash loans,0
HZZ79929727,cash loans,0
HZZ84243480,cash loans,0
IAA13753146,cash loans,0
IAB53180826,cash loans,0
IAB88260949,cash loans,0
IAC07452615,cash loans,0
IAC27381201,cash loans,0
IAC45694553,cash loans,0
IAC46779556,cash loans,0
IAC50896464,cash loans,0
IAD56827664,cash loans,0
IAD71368314,cash loans,0
IAD83903990,cash loans,0
IAD90484983,cash loans,0
IAE06469021,cash loans,0
IAF12573329,cash loans,0
IAF72163896,cash loans,0
IAF91413352,revolving loans,0
IAG09935107,cash loans,0
IAG14891538,cash loans,0
IAG25776709,cash loans,0
IAG28149108,cash loans,0
IAG92677855,cash loans,0
IAH10850389,cash loans,0
IAI22458795,cash loans,0
IAI68531261,cash loans,0
IAI85403482,cash loans,0
IAI87614752,cash loans,0
IAJ30446157,cash loans,0
IAJ44214961,revolving loans,0
IAJ49269629,cash loans,0
IAJ58363102,cash loans,0
IAJ91578549,cash loans,0
IAK07835456,cash loans,0
IAK51969785,revolving loans,0
IAK55405958,cash loans,0
IAK71323488,cash loans,0
IAL27572638,cash loans,0
IAL61463719,cash loans,0
IAL99915442,cash loans,0
IAM27821149,cash loans,0
IAM53586602,cash loans,0
IAM67198266,cash loans,0
IAM88353498,cash loans,0
IAN55294288,cash loans,0
IAN60688616,revolving loans,0
IAN92211132,cash loans,0
IAN94768187,cash loans,0
IAO03867887,cash loans,0
IAO20944278,cash loans,0
IAO93309224,cash loans,0
IAP38282478,cash loans,0
IAP44508784,cash loans,0
IAP86031070,cash loans,0
IAP99067287,cash loans,0
IAQ24486665,cash loans,0
IAQ51201872,cash loans,0
IAQ65148026,cash loans,0
IAQ65375261,cash loans,0
IAR34070945,cash loans,0
IAR36568554,cash loans,0
IAR43790597,cash loans,0
IAS37319597,cash loans,0
IAS40263605,cash loans,0
IAS45116815,cash loans,0
IAT19999484,cash loans,0
IAT30967194,cash loans,0
IAU01817487,cash loans,0
IAU33044557,cash loans,0
IAU63421345,cash loans,0
IAU64400443,cash loans,0
IAV85602187,cash loans,0
IAV94830418,cash loans,0
IAV97886177,cash loans,0
IAW55211101,cash loans,0
IAX43818322,cash loans,0
IAY67777669,revolving loans,0
IAY99376543,cash loans,0
IAZ19167277,revolving loans,0
IAZ19492236,cash loans,0
IAZ58291509,cash loans,0
IBA17677631,cash loans,0
IBA75852728,revolving loans,0
IBC14172162,cash loans,0
IBD03256815,cash loans,0
IBE33109508,cash loans,0
IBE72220124,cash loans,0
IBF39394264,cash loans,0
IBF84104429,cash loans,0
IBF88435944,cash loans,0
IBF90160161,cash loans,0
IBG28995513,cash loans,0
IBG57865480,cash loans,0
IBG71750716,revolving loans,0
IBH62579212,cash loans,0
IBI36441608,cash loans,0
IBI91180871,cash loans,0
IBI97806897,cash loans,0
IBJ18046858,cash loans,0
IBJ61411281,revolving loans,0
IBK03931814,cash loans,0
IBK10758827,cash loans,0
IBK38830449,cash loans,0
IBK42508770,cash loans,0
IBK77818150,cash loans,0
IBK85543652,cash loans,0
IBK88916199,cash loans,0
IBL30183116,cash loans,0
IBL56903584,revolving loans,0
IBL71130762,cash loans,0
IBL79898508,cash loans,0
IBM38661325,cash loans,0
IBM75500454,cash loans,0
IBM95235330,cash loans,0
IBN84562623,cash loans,0
IBO20789990,cash loans,0
IBO24263330,cash loans,0
IBP48611792,cash loans,0
IBQ20523375,cash loans,0
IBQ95833330,cash loans,0
IBR05639904,cash loans,0
IBR57338421,cash loans,0
IBS71081155,cash loans,0
IBT46109808,cash loans,0
IBT47246282,cash loans,0
IBT57727266,cash loans,0
IBU47635839,cash loans,0
IBU53779379,cash loans,0
IBU71374050,cash loans,0
IBU86821326,cash loans,0
IBV11395730,cash loans,1
IBV27598711,cash loans,0
IBV69321737,cash loans,0
IBW04185384,cash loans,0
IBW30679729,cash loans,0
IBW40325955,cash loans,0
IBW42662065,cash loans,0
IBX55816251,cash loans,0
IBX87366639,revolving loans,0
IBY59657761,cash loans,0
IBY70356694,revolving loans,0
IBZ49740499,cash loans,0
IBZ62996061,cash loans,0
ICA27542325,cash loans,0
ICA41277176,revolving loans,0
ICA45878162,revolving loans,0
ICA52231644,cash loans,0
ICB15292897,cash loans,0
ICB35906446,cash loans,0
ICC07879154,cash loans,0
ICC22146936,cash loans,0
ICC79986626,cash loans,0
ICD45026025,cash loans,0
ICD95807620,cash loans,0
ICE66041621,cash loans,0
ICF78494861,revolving loans,0
ICG03242996,cash loans,0
ICG47985567,revolving loans,0
ICG91330164,cash loans,0
ICI03144524,cash loans,0
ICI88908824,cash loans,0
ICJ73331725,cash loans,0
ICK10147660,cash loans,0
ICK37886085,cash loans,0
ICK78294762,cash loans,0
ICK96215892,cash loans,0
ICL16358688,cash loans,0
ICL31920217,cash loans,1
ICL66623630,revolving loans,0
ICL93957521,cash loans,0
ICM58758942,cash loans,0
ICN83327506,cash loans,0
ICO62642850,cash loans,0
ICO88604058,cash loans,0
ICP35743240,cash loans,0
ICP38798905,cash loans,0
ICR47324536,cash loans,0
ICR85903496,cash loans,0
ICS09344621,cash loans,0
ICS23145670,cash loans,0
ICS55285296,cash loans,0
ICS69734990,cash loans,0
ICT10929247,cash loans,0
ICT59919723,cash loans,0
ICT64552630,cash loans,0
ICT79066211,cash loans,0
ICT83688242,revolving loans,0
ICV05292473,cash loans,0
ICV48411882,cash loans,0
ICV68683841,cash loans,0
ICV70422129,cash loans,0
ICV96754643,cash loans,0
ICW13207028,cash loans,0
ICX51652742,cash loans,0
ICX98029324,cash loans,0
ICY05122733,cash loans,0
ICY14502835,cash loans,0
ICY17337892,cash loans,0
ICY20873000,cash loans,0
ICY87677750,cash loans,0
ICZ04484353,revolving loans,0
ICZ13881324,cash loans,0
ICZ55481168,cash loans,0
ICZ62091748,cash loans,0
ICZ95691206,revolving loans,0
IDA06930784,cash loans,0
IDA30967780,cash loans,0
IDA37741569,cash loans,0
IDA83435690,cash loans,0
IDB35913627,cash loans,0
IDB73289644,cash loans,0
IDB83911706,revolving loans,0
IDB91234513,cash loans,0
IDB98493806,cash loans,0
IDC11928617,cash loans,0
IDC24842976,cash loans,0
IDC25513045,cash loans,0
IDC96429979,cash loans,0
IDD36235720,cash loans,0
IDE67210143,cash loans,0
IDE78661599,cash loans,0
IDE97719822,revolving loans,1
IDE99963374,revolving loans,0
IDF01563566,cash loans,0
IDF23353037,revolving loans,0
IDF42442299,cash loans,0
IDF66617200,cash loans,0
IDG07469211,cash loans,0
IDG39723216,cash loans,0
IDH23676904,revolving loans,0
IDH40961933,cash loans,0
IDH53930094,cash loans,0
IDI06019845,cash loans,0
IDI97058430,revolving loans,0
IDJ79524724,cash loans,0
IDJ96653139,revolving loans,0
IDK10623684,revolving loans,0
IDL03504214,cash loans,0
IDL24210242,cash loans,0
IDL92816462,cash loans,0
IDO01380795,cash loans,0
IDO05693880,cash loans,0
IDO17175695,cash loans,0
IDP01348226,cash loans,0
IDP36271018,cash loans,0
IDQ19039588,revolving loans,0
IDR24796807,cash loans,0
IDR31044323,cash loans,0
IDR43641980,cash loans,0
IDR55895465,cash loans,0
IDS45526630,cash loans,0
IDS55366015,revolving loans,0
IDS90205644,cash loans,0
IDT02532938,cash loans,0
IDT85694493,cash loans,1
IDT86698056,cash loans,0
IDU79577410,cash loans,0
IDV12955691,cash loans,0
IDV44116718,cash loans,0
IDV57344323,cash loans,0
IDV79181079,cash loans,0
IDW04325711,cash loans,0
IDW11741321,cash loans,0
IDW24188207,cash loans,0
IDW37653546,revolving loans,0
IDW49966666,revolving loans,0
IDW67422294,revolving loans,0
IDW84558419,cash loans,0
IDX04145404,cash loans,0
IDX46785179,cash loans,0
IDX92881250,cash loans,0
IDX99985547,cash loans,0
IDY63469584,cash loans,0
IDY77201614,cash loans,0
IDY97432603,cash loans,0
IDZ08270901,revolving loans,0
IDZ30095330,cash loans,0
IEA12073970,cash loans,0
IEA33957797,cash loans,0
IEA69924592,cash loans,0
IEA98569777,cash loans,0
IEB12683813,cash loans,0
IEC04999912,cash loans,0
IED36684737,revolving loans,0
IED44165499,cash loans,0
IED81159168,revolving loans,0
IED89134166,cash loans,0
IED98051145,cash loans,0
IEE36527264,cash loans,0
IEE79247406,revolving loans,0
IEE88441522,cash loans,0
IEF13777533,cash loans,0
IEF15339317,cash loans,0
IEF74097767,cash loans,0
IEG15279809,cash loans,0
IEG67537791,cash loans,0
IEG71012374,cash loans,0
IEG79965179,cash loans,0
IEG93037051,cash loans,0
IEH21269661,cash loans,0
IEH62662267,cash loans,0
IEI80761696,cash loans,0
IEI86569552,cash loans,0
IEJ11967016,revolving loans,0
IEJ50627830,cash loans,0
IEJ98280382,cash loans,0
IEK35008398,cash loans,0
IEL37511710,cash loans,0
IEL45298249,revolving loans,0
IEL81650255,cash loans,0
IEL97771549,cash loans,0
IEM72163380,revolving loans,0
IEN25589064,cash loans,0
IEN65482090,cash loans,0
IEN74242357,cash loans,0
IEN82644927,cash loans,0
IEO11876064,cash loans,0
IEO20452347,cash loans,0
IEO24453314,cash loans,0
IEO31499139,cash loans,0
IEO45003421,cash loans,0
IEP50814670,cash loans,0
IEP79346979,cash loans,0
IEQ37705399,cash loans,0
IEQ44865627,cash loans,0
IER29748981,cash loans,0
IER56715681,cash loans,0
IER88673257,cash loans,0
IER93619534,cash loans,0
IES29405649,cash loans,0
IES32655921,cash loans,0
IES55477112,cash loans,0
IES60874016,cash loans,0
IET08154714,cash loans,0
IET10853706,cash loans,0
IET27414285,cash loans,0
IET63862945,cash loans,0
IET64006677,cash loans,0
IET83996095,cash loans,0
IEU43002956,cash loans,0
IEU73003694,cash loans,0
IEV31435955,revolving loans,0
IEV32202400,cash loans,0
IEV35035900,cash loans,0
IEV50067389,cash loans,0
IEV76263703,cash loans,0
IEX98237290,cash loans,0
IEZ38832360,cash loans,0
IEZ50523842,cash loans,0
IFA53487597,cash loans,0
IFA53949880,cash loans,0
IFA63994591,cash loans,0
IFA86409996,revolving loans,0
IFB06808690,cash loans,0
IFB70216701,cash loans,0
IFC61506237,cash loans,0
IFC62528863,cash loans,0
IFC76989139,cash loans,0
IFD10155588,cash loans,0
IFD12939772,cash loans,0
IFD22499183,cash loans,0
IFD56406275,cash loans,0
IFD89494098,cash loans,0
IFE02917699,cash loans,0
IFE10770144,cash loans,0
IFE52019852,cash loans,0
IFE85805702,cash loans,0
IFE85983260,revolving loans,0
IFF05885503,cash loans,0
IFF34978808,cash loans,0
IFF46405729,cash loans,0
IFF61994022,cash loans,0
IFF79569907,cash loans,0
IFF95819418,cash loans,0
IFG14809271,cash loans,0
IFG19497982,cash loans,0
IFH10277085,revolving loans,0
IFH16667850,revolving loans,0
IFI09333869,cash loans,0
IFI53297334,cash loans,0
IFI83001762,cash loans,0
IFI91444695,cash loans,0
IFJ09477245,cash loans,0
IFJ20200049,cash loans,0
IFJ41808982,cash loans,0
IFJ59800657,cash loans,0
IFJ77955741,cash loans,0
IFJ81724507,cash loans,0
IFK90078236,cash loans,0
IFL03444217,cash loans,0
IFL16393265,cash loans,0
IFL60531533,cash loans,0
IFL70277173,cash loans,0
IFN29007848,cash loans,0
IFN62760540,cash loans,0
IFN69068011,cash loans,0
IFN81419673,cash loans,0
IFO78930749,cash loans,0
IFP12699637,cash loans,0
IFP35778821,cash loans,0
IFP77414061,cash loans,0
IFP82789718,cash loans,0
IFQ10493916,cash loans,0
IFR15507315,cash loans,0
IFR23541282,cash loans,0
IFR55198556,cash loans,0
IFR94226830,cash loans,0
IFS46653345,cash loans,0
IFT48656652,cash loans,0
IFU53305851,cash loans,0
IFU95495384,cash loans,0
IFV28693423,revolving loans,0
IFV33237389,revolving loans,0
IFV53420368,cash loans,0
IFV67740277,cash loans,0
IFW37821951,cash loans,0
IFW43436956,cash loans,0
IFW74247996,cash loans,0
IFX25035781,cash loans,0
IFX26379914,cash loans,0
IFX33418096,cash loans,0
IFX75226252,cash loans,0
IFY51048394,cash loans,0
IFY85451174,cash loans,0
IFZ10336215,cash loans,0
IFZ45078742,revolving loans,0
IGA01794739,cash loans,0
IGA27643332,cash loans,0
IGA66795381,cash loans,0
IGA71932562,cash loans,0
IGB55287732,cash loans,0
IGC03322427,cash loans,0
IGC34238527,cash loans,0
IGE10890430,cash loans,0
IGE68100546,cash loans,0
IGE68267226,cash loans,0
IGE68351312,cash loans,0
IGF37471642,cash loans,0
IGF98285768,cash loans,0
IGG66903738,cash loans,0
IGG92857485,cash loans,0
IGH16863036,cash loans,0
IGH28438991,cash loans,0
IGH71178410,cash loans,0
IGJ09150509,cash loans,0
IGJ42554650,cash loans,0
IGK71166928,revolving loans,0
IGL78346407,cash loans,0
IGM19380293,cash loans,0
IGM77782398,cash loans,0
IGM89956621,cash loans,0
IGM95056664,cash loans,0
IGN05559208,cash loans,0
IGN29143447,cash loans,0
IGN59125675,cash loans,0
IGO31074190,revolving loans,0
IGO35844062,cash loans,0
IGO86779708,cash loans,0
IGQ50852219,cash loans,0
IGQ57096830,cash loans,0
IGQ82337563,cash loans,0
IGQ93224755,cash loans,0
IGR17549393,cash loans,0
IGR23232524,cash loans,0
IGR28869333,cash loans,0
IGR57397131,cash loans,0
IGR66884245,cash loans,0
IGR94186237,cash loans,0
IGS36144278,cash loans,0
IGS77730028,revolving loans,0
IGS81823612,cash loans,0
IGS85777055,cash loans,0
IGT08574079,cash loans,0
IGT18435003,cash loans,0
IGT26824296,cash loans,0
IGT40860135,cash loans,0
IGT58514652,cash loans,0
IGT82982227,cash loans,0
IGV43181715,cash loans,0
IGV60414808,revolving loans,0
IGV90692358,cash loans,0
IGW39751714,cash loans,0
IGW53367257,cash loans,0
IGW88331151,cash loans,0
IGX81338585,revolving loans,0
IGX81526640,cash loans,0
IGX98351563,cash loans,0
IGY12736868,cash loans,0
IGY57282500,cash loans,0
IGY82505579,cash loans,0
IGY86769630,cash loans,0
IGZ27607255,cash loans,0
IGZ50052335,revolving loans,0
IGZ60315681,cash loans,0
IGZ75350936,cash loans,0
IGZ97850791,revolving loans,0
IHA29182557,cash loans,0
IHA50818549,cash loans,0
IHA52439667,cash loans,0
IHA60133623,cash loans,0
IHA91783033,cash loans,0
IHC20314478,cash loans,0
IHC45594390,revolving loans,0
IHC69190842,cash loans,0
IHC86927690,cash loans,0
IHD50060543,cash loans,0
IHD50259934,cash loans,0
IHE14048938,cash loans,0
IHE92925413,cash loans,0
IHF38496845,cash loans,0
IHF54957149,cash loans,0
IHF70291271,cash loans,0
IHF71058568,cash loans,0
IHF73770210,cash loans,0
IHG51584453,cash loans,0
IHH57177096,cash loans,0
IHI19943520,cash loans,0
IHI60230677,cash loans,0
IHJ54189666,revolving loans,0
IHJ57093006,cash loans,0
IHK18872326,cash loans,0
IHK36360877,cash loans,0
IHK58043963,cash loans,0
IHL48596657,cash loans,0
IHL86375094,cash loans,0
IHL88296880,cash loans,0
IHM54268486,cash loans,0
IHN02159331,cash loans,0
IHN85597363,cash loans,0
IHO16797748,cash loans,0
IHO47655913,cash loans,0
IHO58102322,cash loans,0
IHO64758166,cash loans,0
IHO73202264,cash loans,0
IHO77680008,cash loans,0
IHP00885329,cash loans,0
IHP16403617,cash loans,0
IHP66063718,cash loans,0
IHP83717581,cash loans,0
IHQ34773803,cash loans,0
IHQ67219335,cash loans,0
IHQ85712676,cash loans,0
IHR45480602,cash loans,0
IHR66288910,cash loans,0
IHS22131694,cash loans,0
IHS88689488,cash loans,0
IHT00054404,cash loans,0
IHT43538694,revolving loans,0
IHT47123032,cash loans,0
IHT47378839,cash loans,1
IHT73316396,cash loans,0
IHV02536141,cash loans,0
IHV11077721,cash loans,0
IHW34105389,cash loans,0
IHW70412044,cash loans,0
IHX03113150,cash loans,0
IHX52984143,cash loans,0
IHX66949651,cash loans,0
IHY29858840,cash loans,0
IHY67357508,cash loans,0
IHZ26070597,cash loans,0
IHZ46470391,cash loans,0
IIA76871245,cash loans,0
IIB08595955,cash loans,0
IIB41215910,cash loans,0
IIB60115465,revolving loans,0
IID70856317,cash loans,0
IID82716176,cash loans,0
IIE00136605,cash loans,0
IIE00889651,revolving loans,0
IIE32788399,cash loans,0
IIE50193687,cash loans,0
IIE73157276,cash loans,0
IIE73169557,cash loans,0
IIE95828626,cash loans,0
IIF56937260,cash loans,0
IIF71915474,cash loans,0
IIF84945195,cash loans,0
IIG05545890,cash loans,0
IIG30331579,cash loans,0
IIG40046293,cash loans,0
IIG42987336,cash loans,0
IIG49709608,cash loans,0
IIH57778753,cash loans,0
III57970356,revolving loans,0
III78719573,cash loans,0
IIJ37463307,revolving loans,0
IIJ47062284,cash loans,0
IIJ85434641,cash loans,0
IIK11401906,cash loans,0
IIK15627888,revolving loans,0
IIK48203308,cash loans,0
IIL75279701,cash loans,0
IIL75556216,cash loans,0
IIM66815069,revolving loans,0
IIM81359301,cash loans,0
IIN20967529,cash loans,0
IIN40346409,cash loans,0
IIN55834919,cash loans,0
IIN56985424,cash loans,0
IIN91454258,cash loans,0
IIO54580957,cash loans,0
IIO66561429,cash loans,0
IIO97487312,cash loans,0
IIP26315370,cash loans,0
